Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
DRR310880_fairy_all_metabat2_short_bin.1	24.41	0.01	Neural Network (Specific Model)	11	0.882	2845	227.2744282744283	371240	0.48	481	136	7748	None
DRR310880_fairy_all_metabat2_short_bin.10	7.26	0.06	Neural Network (Specific Model)	11	0.846	35756	303.95871559633025	234708	0.36	218	12	53450	None
DRR310880_fairy_all_metabat2_short_bin.11	74.21	2.15	Gradient Boost (General Model)	11	0.828	10544	246.34044715447155	876142	0.46	984	131	26842	None
DRR310880_fairy_all_metabat2_short_bin.12	14.91	0.08	Neural Network (Specific Model)	11	0.88	2240	211.14715719063545	214415	0.34	299	91	10405	None
DRR310880_fairy_all_metabat2_short_bin.13	51.01	0.27	Gradient Boost (General Model)	11	0.91	4055	257.76637554585153	387865	0.46	458	106	10262	None
DRR310880_fairy_all_metabat2_short_bin.14	83.15	15.8	Gradient Boost (General Model)	11	0.842	3161	236.26770341571785	3026472	0.32	3601	1001	17664	None
DRR310880_fairy_all_metabat2_short_bin.15	28.53	0.88	Neural Network (Specific Model)	11	0.866	2603	224.65845070422534	220184	0.35	284	86	7143	None
DRR310880_fairy_all_metabat2_short_bin.2	20.56	0.27	Neural Network (Specific Model)	11	0.885	4594	238.83768656716418	432698	0.46	536	113	11958	None
DRR310880_fairy_all_metabat2_short_bin.3	61.98	1.03	Gradient Boost (General Model)	11	0.889	3002	233.44599303135888	676671	0.35	861	242	13264	None
DRR310880_fairy_all_metabat2_short_bin.4	52.34	1.23	Gradient Boost (General Model)	11	0.89	2994	220.7591424968474	588464	0.49	793	204	13852	None
DRR310880_fairy_all_metabat2_short_bin.5	74.02	0.04	Gradient Boost (General Model)	11	0.899	3913	247.18174846625766	1072293	0.43	1304	312	15112	None
DRR310880_fairy_all_metabat2_short_bin.6	58.35	0.47	Gradient Boost (General Model)	11	0.89	3734	237.53352490421457	833638	0.46	1044	250	10626	None
DRR310880_fairy_all_metabat2_short_bin.7	61.79	0.62	Gradient Boost (General Model)	11	0.874	31730	296.71627906976744	656505	0.33	645	36	83219	None
DRR310880_fairy_all_metabat2_short_bin.8	13.92	0.0	Neural Network (Specific Model)	11	0.873	27743	288.43939393939394	261082	0.34	264	15	71774	None
DRR310880_fairy_all_metabat2_short_bin.9	90.75	0.38	Gradient Boost (General Model)	11	0.888	29247	251.21081504702195	1079649	0.51	1276	64	66876	None
