13463ΩNODE_15826_length_730_cov_2.628148_2	UniRef100_A0A1Q2CYZ9~K00602	39.6	139	84	0	22	160	1	139	4.6e-20	102.8
13463ΩNODE_3158_length_1917_cov_3.109560_2	UniRef100_A0A223ZAR7~K00927	59.0	395	158	4	22	415	1	392	6.3e-130	469.2
13463ΩNODE_1999_length_2418_cov_5.078713_2	UniRef100_R7S1L0~K00059	45.8	271	133	5	2	259	19	288	1.9e-55	221.1
13463ΩNODE_1999_length_2418_cov_5.078713_4	UniRef100_D8K325~K01591	58.0	257	107	1	12	267	3	259	5.8e-76	289.3
13463ΩNODE_2571_length_2130_cov_4.010120_1	UniRef100_Q6N942~K00249	37.2	371	223	6	1	369	1	363	4.3e-61	240.4
13463ΩNODE_1377_length_2928_cov_3.673512_1	UniRef100_A0A0H2Z0S9~K00626	41.6	305	152	7	6	307	1	282	6.5e-47	193.0
13463ΩNODE_1377_length_2928_cov_3.673512_2	UniRef100_F6B8C8~K03469	71.8	149	42	0	4	152	1	149	6.5e-59	231.9
13463ΩNODE_1377_length_2928_cov_3.673512_3	UniRef100_A0A120HSA2~K03685	46.4	224	115	2	2	223	1	221	2.8e-50	203.8
13463ΩNODE_1377_length_2928_cov_3.673512_5	UniRef100_Q2LQP7~K04070	56.9	202	86	1	5	205	7	208	4.0e-61	239.6
13463ΩNODE_2847_length_2027_cov_5.785497_3	UniRef100_B9DPJ6~K03106	52.1	238	113	1	3	239	4	241	2.3e-60	237.3
13463ΩNODE_2163_length_2321_cov_3.216681_1	UniRef100_A0A1P8F4X7~K03705	44.9	332	180	3	1	331	5	334	1.0e-69	268.9
13463ΩNODE_2163_length_2321_cov_3.216681_2	UniRef100_D8K373~K03687	43.4	159	89	1	13	171	9	166	2.6e-30	137.1
13463ΩNODE_2163_length_2321_cov_3.216681_3	UniRef100_E1ZU40~K09490	54.7	254	110	3	1	250	34	286	2.1e-67	260.8
13463ΩNODE_1194_length_3150_cov_5.629079_1	UniRef100_B0KCM9~K02879	58.2	98	41	0	3	100	15	112	3.9e-25	119.0
13463ΩNODE_1194_length_3150_cov_5.629079_2	UniRef100_A0A076IC39~K06173	48.6	245	125	1	8	251	1	245	5.3e-55	219.5
13463ΩNODE_1194_length_3150_cov_5.629079_3	UniRef100_M5DN55~K02871	63.1	141	52	0	1	141	1	141	6.8e-47	191.8
13463ΩNODE_1194_length_3150_cov_5.629079_4	UniRef100_E6SKW6~K02996	60.3	131	52	0	1	131	1	131	2.1e-39	166.8
13463ΩNODE_1194_length_3150_cov_5.629079_5	UniRef100_D2BH82~K22222	57.0	391	167	1	1	390	1	391	1.4e-126	458.0
13463ΩNODE_1213_length_3122_cov_4.557222_2	UniRef100_A5FS25~K01159	50.9	165	80	1	1	164	1	165	1.9e-37	160.6
13463ΩNODE_1213_length_3122_cov_4.557222_3	UniRef100_A2C730~K00975	41.1	248	134	7	1	237	1	247	3.4e-38	163.7
13463ΩNODE_1213_length_3122_cov_4.557222_4	UniRef100_A0A101DFP0~K07068	45.1	144	75	1	14	157	9	148	6.3e-30	135.6
13463ΩNODE_1213_length_3122_cov_4.557222_5	UniRef100_A0A101DFQ6~K07068	47.6	168	86	2	1	167	1	167	2.6e-37	160.2
13463ΩNODE_1306_length_3008_cov_3.975618_2	UniRef100_Q3ZXG5~K03787	45.1	237	119	5	1	229	1	234	9.7e-44	182.2
13463ΩNODE_1306_length_3008_cov_3.975618_3	UniRef100_B5YF17~K05808	42.5	179	100	2	1	178	1	177	3.5e-32	143.3
13463ΩNODE_1306_length_3008_cov_3.975618_4	UniRef100_B2TK13~K02242	31.5	178	114	5	1	172	42	217	1.4e-09	68.2
13463ΩNODE_1002_length_3426_cov_3.753189_1	UniRef100_D2BJS8~K03118	45.7	232	126	0	6	237	24	255	1.0e-50	205.3
13463ΩNODE_1002_length_3426_cov_3.753189_4	UniRef100_A5GFL2~K07588	54.2	308	141	0	21	328	1	308	6.1e-91	339.3
13463ΩNODE_1002_length_3426_cov_3.753189_5	UniRef100_B5YF02~K01512	51.2	84	41	0	3	86	7	90	7.1e-15	84.7
13463ΩNODE_266_length_6517_cov_4.354689_1	UniRef100_D4JCC5~K02335	40.0	140	80	3	19	156	4	141	2.8e-17	93.6
13463ΩNODE_266_length_6517_cov_4.354689_2	UniRef100_A0A076I8E6~K00611	55.7	309	137	0	1	309	1	309	2.9e-95	353.6
13463ΩNODE_266_length_6517_cov_4.354689_3	UniRef100_Q3Z6P5~K03977	46.4	429	229	1	4	431	6	434	5.8e-113	412.9
13463ΩNODE_266_length_6517_cov_4.354689_4	UniRef100_Q3Z6P4~K08591	43.3	217	118	2	1	215	1	214	3.9e-38	163.3
13463ΩNODE_266_length_6517_cov_4.354689_5	UniRef100_D2BIZ1~K00057	49.1	320	149	2	1	306	1	320	2.1e-77	294.3
13463ΩNODE_266_length_6517_cov_4.354689_6	UniRef100_A0A1V0DHH2~K02669	34.5	417	249	8	71	472	10	417	1.8e-51	208.8
13463ΩNODE_205_length_7474_cov_5.105405_2	UniRef100_B5YI28~K01611	53.0	115	54	0	1	115	1	115	7.7e-31	138.3
13463ΩNODE_205_length_7474_cov_5.105405_3	UniRef100_D5MHP1~K00797	51.9	295	142	0	10	304	7	301	1.6e-85	321.2
13463ΩNODE_205_length_7474_cov_5.105405_4	UniRef100_A0A098KXU4~K00249	54.0	389	163	4	1	385	25	401	8.8e-102	375.6
13463ΩNODE_205_length_7474_cov_5.105405_5	UniRef100_Q3Z8F6~K01462	54.4	158	71	1	1	157	1	158	1.3e-44	184.5
13463ΩNODE_205_length_7474_cov_5.105405_6	UniRef100_A0A0C6EHD3~K04066	47.3	820	407	6	1	801	1	814	1.0e-208	731.9
13463ΩNODE_205_length_7474_cov_5.105405_7	UniRef100_A0A0F7GGR1~K02884	54.9	113	51	0	1	113	1	113	3.6e-30	136.0
13463ΩNODE_205_length_7474_cov_5.105405_8	UniRef100_Q3Z9L3~K00554	65.8	231	78	1	1	231	1	230	1.0e-84	318.2
13463ΩNODE_1483_length_2822_cov_5.520781_1	UniRef100_A0A1P8F9V2~K01874	61.5	545	209	1	1	544	9	553	1.4e-209	734.2
13463ΩNODE_1483_length_2822_cov_5.520781_2	UniRef100_A0A1P8F9S7~K00805	45.1	324	173	3	1	320	1	323	3.1e-68	263.8
13463ΩNODE_2622_length_2113_cov_4.491740_1	UniRef100_A0A089WGR6~K21834	32.7	681	368	16	20	674	7	623	1.4e-89	335.9
13463ΩNODE_3971_length_1689_cov_3.759486_1	UniRef100_D2BGT6~K12574	54.7	539	243	1	1	539	1	538	5.8e-176	622.5
13463ΩNODE_1087_length_3293_cov_3.394997_3	UniRef100_A0A1B3LWK9~K07161	41.4	485	233	6	1	442	6	482	9.5e-92	342.4
13463ΩNODE_671_length_4115_cov_5.159852_2	UniRef100_Q3Z8Y3~K15580	50.8	508	245	1	30	532	22	529	1.7e-143	514.6
13463ΩNODE_671_length_4115_cov_5.159852_3	UniRef100_D1CFZ3~K00997	57.5	113	48	0	5	117	13	125	8.1e-30	134.8
13463ΩNODE_671_length_4115_cov_5.159852_4	UniRef100_A0A0D6AM91~K07391	61.1	72	28	0	1	72	1	72	1.8e-17	93.2
13463ΩNODE_5819_length_1353_cov_4.651002_1	UniRef100_A0A142XYV0~K07391	51.9	233	112	0	1	233	42	274	6.3e-66	255.8
13463ΩNODE_5819_length_1353_cov_4.651002_3	UniRef100_B0TC46~K02935	58.1	124	46	2	1	123	7	125	3.9e-27	125.9
13463ΩNODE_855_length_3676_cov_5.736813_1	UniRef100_E8MZI2~K03686	54.2	349	158	1	5	351	4	352	5.9e-100	369.4
13463ΩNODE_855_length_3676_cov_5.736813_2	UniRef100_A0A1L8GKQ6~K17879	31.7	199	120	4	1	187	16	210	2.4e-20	104.0
13463ΩNODE_855_length_3676_cov_5.736813_3	UniRef100_B3H1X0~K03695	49.3	674	275	5	1	610	1	671	1.1e-170	605.1
13463ΩNODE_1520_length_2786_cov_4.439766_2	UniRef100_A0A1P8F6L6~K04096	61.3	349	135	0	12	360	11	359	4.2e-117	426.4
13463ΩNODE_1520_length_2786_cov_4.439766_3	UniRef100_U3TRG9~K03168	44.1	476	208	9	1	443	1	451	6.9e-90	336.3
