Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SemiBin_0.fa	99.96	0.68	Neural Network (Specific Model)	11	0.875	199059	347.03762376237626	1799524	0.63	1515	13	524007	None
SemiBin_1.fa	93.4	9.51	Neural Network (Specific Model)	11	0.863	58473	315.4899417681313	4136992	0.42	3778	131	389201	None
SemiBin_10.fa	77.27	0.31	Neural Network (Specific Model)	11	0.886	12192	313.5375464684015	1426107	0.47	1345	154	56668	None
SemiBin_12.fa	61.14	1.13	Neural Network (Specific Model)	11	0.935	5314	302.4105754276827	1245279	0.44	1286	238	44849	None
SemiBin_13.fa	5.33	0.03	Neural Network (Specific Model)	11	0.866	24698	257.125	270137	0.47	304	24	38046	None
SemiBin_14.fa	14.61	0.08	Neural Network (Specific Model)	11	0.883	6651	253.49095607235142	332135	0.35	387	60	34523	None
SemiBin_15.fa	28.09	8.84	Neural Network (Specific Model)	11	0.916	3958	334.6139927623643	906683	0.45	829	225	34173	None
SemiBin_16.fa	74.67	0.47	Gradient Boost (General Model)	11	0.907	8191	294.7269807280514	1816905	0.53	1868	264	31675	None
SemiBin_17.fa	6.09	0.04	Neural Network (Specific Model)	11	0.883	5057	252.4589552238806	228961	0.56	268	46	29547	None
SemiBin_18.fa	74.76	0.24	Neural Network (Specific Model)	11	0.899	6657	309.5202657807309	1550959	0.56	1505	264	28990	None
SemiBin_2.fa	90.57	9.44	Neural Network (Specific Model)	11	0.853	23400	320.21813452248233	3026111	0.39	2691	207	253978	None
SemiBin_21.fa	51.78	0.98	Neural Network (Specific Model)	11	0.874	6437	300.97629310344826	1914927	0.52	1856	334	28043	None
SemiBin_23.fa	8.6	0.0	Neural Network (Specific Model)	11	0.911	4201	258.9518900343643	247449	0.56	291	56	27196	None
SemiBin_27.fa	19.1	0.01	Neural Network (Specific Model)	11	0.901	5100	271.74766355140184	1062095	0.51	1177	222	23205	None
SemiBin_3.fa	100.0	12.06	Neural Network (Specific Model)	11	0.891	51305	332.4090735798704	2931487	0.61	2623	215	230766	None
SemiBin_30.fa	36.03	0.74	Neural Network (Specific Model)	11	0.905	4244	266.52408163265306	1078060	0.63	1225	253	20661	None
SemiBin_31.fa	7.29	0.21	Neural Network (Specific Model)	11	0.918	4834	258.9926829268293	345803	0.47	410	75	20579	None
SemiBin_32.fa	67.4	0.06	Gradient Boost (General Model)	11	0.931	5692	335.061320754717	1143125	0.4	1060	212	20243	None
SemiBin_36.fa	50.05	0.16	Neural Network (Specific Model)	11	0.948	4842	401.49205607476637	2714889	0.44	2140	586	18087	None
SemiBin_38.fa	14.34	0.56	Neural Network (Specific Model)	11	0.921	6729	321.38613861386136	1160617	0.51	1111	198	17394	None
SemiBin_39.fa	8.45	0.29	Neural Network (Specific Model)	11	0.9	4445	262.60916767189383	722778	0.54	829	163	16708	None
SemiBin_4.fa	95.62	1.96	Neural Network (Specific Model)	11	0.909	61318	366.4315122723674	4577630	0.46	3789	148	212284	None
SemiBin_41.fa	8.18	0.08	Neural Network (Specific Model)	11	0.892	4943	281.58724202626644	503726	0.49	533	102	16296	None
SemiBin_42.fa	8.46	0.27	Neural Network (Specific Model)	11	0.869	5981	240.2945054945055	375844	0.49	455	71	16067	None
SemiBin_44.fa	8.35	0.56	Neural Network (Specific Model)	11	0.93	3228	329.7582938388626	223739	0.45	211	65	15216	None
SemiBin_49.fa	4.26	0.0	Neural Network (Specific Model)	11	0.943	4529	310.3137254901961	301082	0.42	306	68	13210	None
SemiBin_5.fa	97.32	5.31	Gradient Boost (General Model)	11	0.889	56281	317.0967741935484	2450632	0.51	2294	85	210669	None
SemiBin_50.fa	34.7	0.65	Neural Network (Specific Model)	11	0.918	4074	309.3473581213307	1030508	0.5	1022	250	12627	None
SemiBin_51.fa	29.29	0.0	Neural Network (Specific Model)	11	0.916	3894	315.3140243902439	1351271	0.63	1312	346	12538	None
SemiBin_57.fa	43.54	6.03	Gradient Boost (General Model)	11	0.94	3569	292.4086274509804	1186217	0.48	1275	322	11110	None
SemiBin_6.fa	97.22	1.58	Neural Network (Specific Model)	11	0.908	53991	351.3788160339793	4365048	0.44	3767	151	199054	None
SemiBin_7.fa	100.0	0.03	Neural Network (Specific Model)	11	0.879	78405	355.59367493995194	3027735	0.57	2498	61	175897	None
SemiBin_8.fa	94.05	0.73	Neural Network (Specific Model)	11	0.886	25246	352.36229453203623	3551391	0.41	2981	218	73261	None
SemiBin_9.fa	91.85	0.0	Neural Network (Specific Model)	11	0.914	19044	377.19477791116446	4119796	0.42	3332	311	68268	None
