12256ΩNODE_110_length_11121_cov_10.075547_1	UniRef100_A0A0B5HR99~K07457	40.7	172	72	2	7	160	3	162	1.3e-25	121.3
12256ΩNODE_110_length_11121_cov_10.075547_2	UniRef100_E4Q6F0~K01448	39.5	185	100	3	2	177	5	186	5.3e-25	119.4
12256ΩNODE_110_length_11121_cov_10.075547_3	UniRef100_A0A0P0N035~K04758	44.6	74	39	1	1	74	11	82	4.1e-11	72.0
12256ΩNODE_110_length_11121_cov_10.075547_4	UniRef100_D5WXY5~K03711	35.8	151	88	4	5	146	11	161	1.3e-17	94.7
12256ΩNODE_110_length_11121_cov_10.075547_5	UniRef100_B5YFQ7~K04759	47.9	635	322	6	2	633	1	629	7.9e-164	582.4
12256ΩNODE_110_length_11121_cov_10.075547_7	UniRef100_E8N501~K00600	45.2	1073	526	14	10	1060	20	1052	1.0e-253	881.7
12256ΩNODE_110_length_11121_cov_10.075547_9	UniRef100_D3DG87~K02963	54.0	63	29	0	5	67	7	69	2.1e-09	66.2
12256ΩNODE_110_length_11121_cov_10.075547_10	UniRef100_A0A075R7Q5~K03111	47.9	144	60	4	5	139	2	139	2.6e-27	126.7
12256ΩNODE_110_length_11121_cov_10.075547_11	UniRef100_A0A0U5AR63~K02990	37.9	95	59	0	1	95	1	95	5.9e-15	85.1
12256ΩNODE_110_length_11121_cov_10.075547_12	UniRef100_A0A1S6Z9C9~K03530	53.9	89	41	0	1	89	1	89	1.5e-18	97.1
12256ΩNODE_37_length_17909_cov_11.080766_2	UniRef100_A5CY46~K03650	46.6	461	235	6	2	453	1	459	1.7e-104	384.8
12256ΩNODE_37_length_17909_cov_11.080766_5	UniRef100_B9M1E4~K00793	43.4	196	106	2	1	192	1	195	2.1e-35	154.1
12256ΩNODE_37_length_17909_cov_11.080766_6	UniRef100_K4LFH3~K14652	65.3	392	135	1	5	396	10	400	2.6e-141	506.9
12256ΩNODE_37_length_17909_cov_11.080766_7	UniRef100_E4RMQ4~K00794	60.4	154	61	0	1	154	1	154	2.1e-49	200.3
12256ΩNODE_37_length_17909_cov_11.080766_8	UniRef100_A0LNH4~K01892	50.8	415	200	2	4	418	5	415	1.4e-116	424.9
12256ΩNODE_37_length_17909_cov_11.080766_9	UniRef100_Q317A4~K09129	66.3	160	54	0	1	160	1	160	1.2e-57	227.6
12256ΩNODE_37_length_17909_cov_11.080766_11	UniRef100_W0RHN2~K19064	41.6	392	212	5	1	376	1	391	2.2e-73	281.2
12256ΩNODE_37_length_17909_cov_11.080766_12	UniRef100_A0A1D8S3S2~K01091	36.5	208	124	5	7	214	5	204	1.0e-22	112.1
12256ΩNODE_37_length_17909_cov_11.080766_15	UniRef100_A5GE36~K00566	42.7	363	189	5	2	351	7	363	3.9e-72	276.9
12256ΩNODE_37_length_17909_cov_11.080766_17	UniRef100_A0A1Z3LLJ1~K01482	30.3	274	168	9	1	273	15	266	1.9e-16	91.7
12256ΩNODE_37_length_17909_cov_11.080766_18	UniRef100_Q93NG1~K08590	36.5	260	152	4	12	258	18	277	1.1e-39	168.7
12256ΩNODE_26_length_22315_cov_8.917430_1	UniRef100_Q639C2~K01436	43.0	386	216	2	5	387	10	394	8.7e-81	305.8
12256ΩNODE_26_length_22315_cov_8.917430_2	UniRef100_G2MNQ2~K01474	60.4	545	203	3	7	538	1	545	3.8e-183	646.4
12256ΩNODE_26_length_22315_cov_8.917430_3	UniRef100_G2MNQ3~K01473	45.9	686	352	5	6	685	37	709	1.0e-161	575.5
12256ΩNODE_26_length_22315_cov_8.917430_4	UniRef100_Q63GC8~K01468	40.3	380	200	4	18	396	19	372	7.6e-72	276.2
12256ΩNODE_26_length_22315_cov_8.917430_5	UniRef100_A0A0P9E464~K17950	46.0	335	168	6	1	334	1	323	2.2e-72	277.7
12256ΩNODE_26_length_22315_cov_8.917430_6	UniRef100_D1C1V4~K01733	63.3	384	141	0	2	385	3	386	1.8e-134	484.2
12256ΩNODE_26_length_22315_cov_8.917430_7	UniRef100_F8AHL4~K01266	49.0	361	164	6	7	356	5	356	4.0e-88	330.1
12256ΩNODE_26_length_22315_cov_8.917430_8	UniRef100_D1C1K4~K01779	50.0	230	113	1	1	228	1	230	1.9e-54	217.6
12256ΩNODE_26_length_22315_cov_8.917430_11	UniRef100_N6T1T2~K17286	54.2	249	109	2	2	245	31	279	1.1e-63	248.4
12256ΩNODE_26_length_22315_cov_8.917430_12	UniRef100_C8WW26~K03438	51.6	306	147	1	12	316	5	310	1.1e-78	298.5
12256ΩNODE_26_length_22315_cov_8.917430_15	UniRef100_Q67N25~K02013	47.8	253	131	1	5	256	4	256	9.4e-58	228.8
12256ΩNODE_26_length_22315_cov_8.917430_16	UniRef100_Q0W0R1~K02015	47.2	345	157	7	23	351	7	342	3.8e-75	287.0
12256ΩNODE_13_length_34419_cov_9.592248_2	UniRef100_I0GIY0~K07250	52.2	427	203	1	9	435	6	431	2.4e-127	460.7
12256ΩNODE_13_length_34419_cov_9.592248_3	UniRef100_A0A1B0VKB2~K00784	46.7	285	141	4	27	307	1	278	9.6e-67	258.8
12256ΩNODE_13_length_34419_cov_9.592248_4	UniRef100_A0A0A6ZW09~K01875	49.1	273	130	3	2	265	39	311	4.5e-65	253.1
12256ΩNODE_13_length_34419_cov_9.592248_5	UniRef100_A0A1D8ASK5~K09697	53.7	246	113	1	5	249	1	246	4.1e-68	263.1
12256ΩNODE_13_length_34419_cov_9.592248_6	UniRef100_G2LGB7~K09696	30.7	404	265	5	9	405	23	418	1.6e-37	162.2
12256ΩNODE_13_length_34419_cov_9.592248_7	UniRef100_A0LVP0~K03664	60.1	153	61	0	3	155	7	159	6.0e-41	172.2
12256ΩNODE_13_length_34419_cov_9.592248_10	UniRef100_A0A075KD39~K00059	45.8	240	129	1	10	248	8	247	9.6e-49	198.7
12256ΩNODE_13_length_34419_cov_9.592248_11	UniRef100_F2NKC8~K01667	60.8	451	177	0	8	458	6	456	2.0e-153	547.4
12256ΩNODE_13_length_34419_cov_9.592248_13	UniRef100_I4BXT2~K00282	63.3	455	167	0	13	467	8	462	6.6e-176	622.1
12256ΩNODE_13_length_34419_cov_9.592248_14	UniRef100_D3Q7D6~K00283	69.1	511	157	1	12	522	19	528	3.4e-213	746.1
12256ΩNODE_13_length_34419_cov_9.592248_15	UniRef100_Q5V3U7~K00858	38.1	373	208	9	9	377	2	355	2.3e-57	228.0
12256ΩNODE_13_length_34419_cov_9.592248_17	UniRef100_A0A1L6L3W3~K22322	44.8	252	135	2	12	262	5	253	1.3e-51	208.4
12256ΩNODE_13_length_34419_cov_9.592248_18	UniRef100_F8GUN0~K18009	43.2	241	131	5	6	241	5	244	3.6e-43	180.3
12256ΩNODE_13_length_34419_cov_9.592248_19	UniRef100_D3E172~K07566	32.5	194	125	3	1	193	6	194	3.9e-24	116.7
12256ΩNODE_13_length_34419_cov_9.592248_21	UniRef100_A0A0E4AEV8~K00658	45.2	73	39	1	3	74	4	76	2.8e-07	59.3
12256ΩNODE_13_length_34419_cov_9.592248_22	UniRef100_D9S1V5~K03801	41.3	218	127	1	12	229	1	217	6.3e-42	176.0
12256ΩNODE_13_length_34419_cov_9.592248_23	UniRef100_A1WT98~K03644	53.4	281	128	1	4	284	41	318	2.0e-77	294.3
12256ΩNODE_13_length_34419_cov_9.592248_24	UniRef100_A9BGW1~K09009	43.9	164	89	2	4	166	6	167	7.2e-30	135.6
12256ΩNODE_13_length_34419_cov_9.592248_25	UniRef100_D5MJW6~K00059	45.8	249	126	3	1	240	1	249	6.2e-53	212.6
12256ΩNODE_13_length_34419_cov_9.592248_26	UniRef100_F0SVQ6~K02343	36.9	509	283	7	92	566	3	507	1.8e-82	312.0
12256ΩNODE_13_length_34419_cov_9.592248_27	UniRef100_E1QJN3~K09747	57.4	101	43	0	5	105	5	105	3.2e-25	119.4
12256ΩNODE_13_length_34419_cov_9.592248_28	UniRef100_L0IHU5~K06187	50.5	192	95	0	5	196	8	199	6.8e-50	202.2
12256ΩNODE_13_length_34419_cov_9.592248_29	UniRef100_F4F2Y5~K07164	30.7	231	150	5	7	230	10	237	1.7e-10	71.6
12256ΩNODE_13_length_34419_cov_9.592248_32	UniRef100_G7V9M6~K06973	53.5	228	104	1	1	226	1	228	1.7e-52	211.1
12256ΩNODE_13_length_34419_cov_9.592248_33	UniRef100_A0A1W6WFZ9~K01783	49.5	214	105	2	1	213	1	212	1.9e-50	204.1
12256ΩNODE_13_length_34419_cov_9.592248_34	UniRef100_D9QR00~K11752	52.5	358	165	2	6	358	10	367	4.7e-97	359.8
12256ΩNODE_34_length_19393_cov_11.108439_3	UniRef100_A0A1D8AUQ2~K16899	36.6	923	541	16	32	939	20	913	2.5e-142	511.5
12256ΩNODE_34_length_19393_cov_11.108439_4	UniRef100_D1C4C4~K01151	46.2	286	145	3	1	284	2	280	3.9e-62	243.4
12256ΩNODE_34_length_19393_cov_11.108439_5	UniRef100_B5IEV6~K00052	65.5	365	123	1	4	368	3	364	9.3e-141	505.0
12256ΩNODE_34_length_19393_cov_11.108439_7	UniRef100_E8W794~K10563	36.9	274	162	4	1	267	1	270	3.2e-37	160.6
12256ΩNODE_34_length_19393_cov_11.108439_8	UniRef100_A0A218P2K9~K06971	54.7	256	113	3	7	260	5	259	6.5e-64	249.2
12256ΩNODE_34_length_19393_cov_11.108439_11	UniRef100_A0A1U9K3I4~K03088	39.1	192	103	2	1	179	1	191	1.6e-29	134.4
12256ΩNODE_334_length_5864_cov_10.376829_1	UniRef100_A0A0K2SG38~K01867	52.9	327	147	6	4	328	3	324	4.1e-84	316.6
12256ΩNODE_334_length_5864_cov_10.376829_2	UniRef100_D5X924~K04042	46.4	427	223	4	1	424	24	447	1.1e-97	362.1
12256ΩNODE_334_length_5864_cov_10.376829_3	UniRef100_A0A0C7P0C6~K02897	40.6	192	108	3	11	196	15	206	8.9e-30	135.6
12256ΩNODE_334_length_5864_cov_10.376829_4	UniRef100_A3DIQ1~K01056	44.8	183	96	2	4	182	14	195	2.3e-36	157.1
12256ΩNODE_532_length_4602_cov_9.823180_4	UniRef100_A0A1B0VLW8~K01358	67.2	189	62	0	5	193	13	201	7.7e-65	251.9
12256ΩNODE_22_length_25083_cov_9.320601_2	UniRef100_D1Z2P3~K03839	36.3	135	81	3	5	138	4	134	1.4e-15	87.8
12256ΩNODE_22_length_25083_cov_9.320601_5	UniRef100_D7CYB5~K03327	31.8	440	297	2	22	459	10	448	3.0e-48	198.0
12256ΩNODE_22_length_25083_cov_9.320601_7	UniRef100_A0A0G2ZE19~K02371	57.2	304	130	0	2	305	5	308	3.9e-92	343.2
12256ΩNODE_22_length_25083_cov_9.320601_8	UniRef100_A0A146CT78~K07456	37.5	781	476	6	7	777	12	790	3.5e-121	441.0
12256ΩNODE_22_length_25083_cov_9.320601_9	UniRef100_Q97E91~K06412	51.2	84	41	0	1	84	11	94	2.5e-18	96.3
12256ΩNODE_22_length_25083_cov_9.320601_10	UniRef100_Q75FW5~K03685	44.4	223	117	4	6	224	21	240	6.8e-41	172.6
12256ΩNODE_22_length_25083_cov_9.320601_20	UniRef100_A0A142MCB0~K18459	38.2	165	98	4	1	163	1	163	1.7e-18	97.8
12256ΩNODE_22_length_25083_cov_9.320601_21	UniRef100_A0A0E3K1N6~K04763	34.2	184	111	4	9	192	8	181	1.6e-14	84.7
12256ΩNODE_22_length_25083_cov_9.320601_23	UniRef100_A0A0E3P025~K07583	44.6	428	206	4	9	406	3	429	1.0e-95	355.5
12256ΩNODE_22_length_25083_cov_9.320601_24	UniRef100_D3E5G8~K03086	39.5	261	154	3	17	274	43	302	2.0e-45	188.0
12256ΩNODE_29_length_21246_cov_8.538011_3	UniRef100_A0A0S3PLY3~K11329	42.2	230	126	3	20	245	6	232	8.9e-42	175.6
12256ΩNODE_29_length_21246_cov_8.538011_8	UniRef100_D1CDG9~K03621	45.4	326	174	3	1	326	1	322	5.4e-71	273.1
12256ΩNODE_29_length_21246_cov_8.538011_10	UniRef100_A0A0B5KKT3~K00059	52.7	243	111	3	3	241	2	244	8.7e-63	245.4
12256ΩNODE_29_length_21246_cov_8.538011_11	UniRef100_F2J1M7~K02078	61.5	78	30	0	1	78	1	78	1.5e-19	100.1
12256ΩNODE_29_length_21246_cov_8.538011_12	UniRef100_Q72HH7~K01090	39.5	243	133	6	6	242	5	239	5.3e-36	156.4
12256ΩNODE_29_length_21246_cov_8.538011_13	UniRef100_K9R7X5~K03307	50.4	462	219	5	6	458	5	465	3.9e-119	433.7
12256ΩNODE_29_length_21246_cov_8.538011_16	UniRef100_D1C1K1~K05799	32.9	237	144	4	1	231	1	228	2.0e-22	111.3
12256ΩNODE_29_length_21246_cov_8.538011_17	UniRef100_A0A0C5VEG4~K14157	45.4	436	237	1	1	435	1	436	1.2e-107	395.2
