Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SemiBin_0.fa	91.39	0.12	Gradient Boost (General Model)	11	0.874	40273	294.5634503732375	3644723	0.54	3617	183	120034	None
SemiBin_1.fa	87.19	4.61	Gradient Boost (General Model)	11	0.848	17268	312.7544057840036	4883401	0.53	4426	388	98203	None
SemiBin_10.fa	42.71	1.22	Gradient Boost (General Model)	11	0.85	5275	234.3224199288256	1157609	0.52	1405	227	34879	None
SemiBin_101.fa	9.04	0.03	Neural Network (Specific Model)	11	0.841	3045	232.25696594427245	266284	0.55	323	85	4663	None
SemiBin_11.fa	66.59	0.2	Gradient Boost (General Model)	11	0.843	8332	258.6090395480226	3249604	0.56	3540	463	32647	None
SemiBin_12.fa	56.46	0.03	Gradient Boost (General Model)	11	0.926	6337	293.5355582042114	2385514	0.69	2517	420	32270	None
SemiBin_13.fa	50.48	5.95	Gradient Boost (General Model)	11	0.886	5506	259.77934044616876	1809221	0.63	2062	356	31679	None
SemiBin_14.fa	20.89	2.16	Neural Network (Specific Model)	11	0.821	9081	281.1753246753247	2363197	0.57	2310	330	29102	None
SemiBin_15.fa	47.57	1.11	Gradient Boost (General Model)	11	0.923	7316	279.96460980036295	1995485	0.64	2204	318	27753	None
SemiBin_16.fa	0.11	0.63	Neural Network (Specific Model)	11	0.577	4946	151.02369200394867	791661	0.3	1013	167	26276	None
SemiBin_17.fa	5.38	0.0	Neural Network (Specific Model)	11	0.802	4406	256.728323699422	496580	0.55	519	112	25995	None
SemiBin_18.fa	12.53	0.0	Neural Network (Specific Model)	11	0.856	6967	280.31827309236945	975403	0.65	996	159	24452	None
SemiBin_19.fa	58.39	2.13	Gradient Boost (General Model)	11	0.93	7550	280.3353621424224	1479590	0.69	1643	231	23901	None
SemiBin_2.fa	85.11	4.05	Gradient Boost (General Model)	11	0.914	11748	275.7808318264014	2493901	0.66	2765	268	58106	None
SemiBin_20.fa	11.82	0.21	Neural Network (Specific Model)	11	0.803	4603	242.18038183015142	1367743	0.56	1519	295	23644	None
SemiBin_21.fa	66.49	0.22	Gradient Boost (General Model)	11	0.893	5884	260.6991078669911	2155028	0.65	2466	406	23263	None
SemiBin_22.fa	12.04	0.09	Neural Network (Specific Model)	11	0.81	5209	269.23428079242035	1153905	0.57	1161	230	23105	None
SemiBin_23.fa	45.21	1.04	Gradient Boost (General Model)	11	0.861	4997	268.1630922693267	1868726	0.58	2005	392	23000	None
SemiBin_24.fa	57.42	0.52	Gradient Boost (General Model)	11	0.885	6189	270.8126398210291	1637528	0.69	1788	292	20217	None
SemiBin_26.fa	7.62	0.25	Neural Network (Specific Model)	11	0.898	3957	265.023102310231	267619	0.66	303	65	16851	None
SemiBin_27.fa	51.86	0.41	Gradient Boost (General Model)	11	0.913	4593	258.3767576509512	2046514	0.7	2418	462	16233	None
SemiBin_3.fa	74.53	1.25	Gradient Boost (General Model)	11	0.94	10788	313.73156239077247	2857114	0.69	2861	326	54068	None
SemiBin_31.fa	55.53	0.67	Gradient Boost (General Model)	11	0.879	4797	261.44377267230954	1470443	0.55	1654	315	14768	None
SemiBin_32.fa	37.25	4.82	Neural Network (Specific Model)	11	0.919	4619	282.6896551724138	1921830	0.69	2088	430	14529	None
SemiBin_33.fa	6.86	0.0	Neural Network (Specific Model)	11	0.828	5269	282.5717299578059	483415	0.56	474	104	14085	None
SemiBin_34.fa	11.13	0.03	Neural Network (Specific Model)	11	0.954	5118	271.89138576779027	227350	0.64	267	46	13711	None
SemiBin_35.fa	54.7	0.52	Gradient Boost (General Model)	11	0.838	4490	270.9571518588532	1535393	0.51	1587	345	13432	None
SemiBin_38.fa	36.26	0.64	Neural Network (Specific Model)	11	0.913	4273	240.42067307692307	981856	0.66	1248	235	12681	None
SemiBin_39.fa	11.54	0.0	Neural Network (Specific Model)	11	0.858	4439	269.8734756097561	617469	0.65	656	142	12627	None
SemiBin_4.fa	74.2	0.27	Gradient Boost (General Model)	11	0.866	11728	299.9325396825397	3133165	0.59	3024	321	52337	None
SemiBin_40.fa	9.28	0.0	Neural Network (Specific Model)	11	0.931	4600	263.76438356164385	308782	0.7	365	70	12179	None
SemiBin_41.fa	4.45	0.0	Neural Network (Specific Model)	11	0.812	4157	244.68621700879766	306703	0.56	341	74	11959	None
SemiBin_43.fa	21.78	0.23	Neural Network (Specific Model)	11	0.903	3965	240.62416998671978	599473	0.66	753	150	10787	None
SemiBin_45.fa	18.56	0.51	Neural Network (Specific Model)	11	0.826	3473	240.91773504273505	817286	0.53	936	224	10418	None
SemiBin_53.fa	21.09	0.64	Neural Network (Specific Model)	11	0.921	3617	245.77251908396946	522597	0.67	655	142	8952	None
SemiBin_54.fa	12.3	0.01	Neural Network (Specific Model)	11	0.891	3473	237.86092715231788	361737	0.69	453	101	8842	None
SemiBin_56.fa	9.69	0.03	Neural Network (Specific Model)	11	0.897	3068	236.41959798994975	313732	0.69	398	97	8140	None
SemiBin_59.fa	19.48	1.0	Neural Network (Specific Model)	11	0.894	3710	249.39826839826839	577461	0.66	693	151	7752	None
SemiBin_6.fa	72.6	3.97	Gradient Boost (General Model)	11	0.84	11308	234.84619116933527	1723018	0.52	2061	200	45755	None
SemiBin_60.fa	16.54	0.48	Neural Network (Specific Model)	11	0.924	3534	265.5049723756906	776725	0.7	905	216	7719	None
SemiBin_61.fa	16.22	0.0	Neural Network (Specific Model)	11	0.877	3197	241.545871559633	718043	0.71	872	221	7616	None
SemiBin_62.fa	17.74	0.2	Neural Network (Specific Model)	11	0.892	3938	249.1187800963082	520080	0.68	623	136	7555	None
SemiBin_63.fa	5.0	0.0	Neural Network (Specific Model)	11	0.876	3715	293.1666666666667	324103	0.68	324	86	7523	None
SemiBin_66.fa	13.8	0.01	Neural Network (Specific Model)	11	0.861	3081	226.92643051771117	288944	0.7	367	86	7361	None
SemiBin_68.fa	9.07	0.01	Neural Network (Specific Model)	11	0.897	3450	230.28979591836736	375545	0.65	490	108	7321	None
SemiBin_7.fa	70.35	2.32	Gradient Boost (General Model)	11	0.887	10143	259.2078390923156	1696611	0.64	1939	220	45473	None
SemiBin_8.fa	19.89	0.0	Neural Network (Specific Model)	11	0.897	6448	278.506103286385	988579	0.68	1065	181	42822	None
SemiBin_9.fa	61.38	0.25	Gradient Boost (General Model)	11	0.899	7452	261.1077560686797	1466872	0.63	1689	224	36959	None
