Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
maxbin_2546423.001	93.36	17.22	Gradient Boost (General Model)	11	0.826	13117	279.094434470377	8442762	0.54	8355	1248	106815	None
maxbin_2546423.002	48.85	3.46	Gradient Boost (General Model)	11	0.857	2506	214.8145299145299	876420	0.63	1170	339	10312	None
maxbin_2546423.003	87.7	8.74	Gradient Boost (General Model)	11	0.907	28271	302.0661807580175	3417691	0.69	3430	348	154805	None
maxbin_2546423.004	0.0	2.16	Neural Network (Specific Model)	11	0.503	4016	118.85138162808066	944275	0.28	1339	254	57936	None
maxbin_2546423.005	73.42	30.81	Gradient Boost (General Model)	11	0.917	6986	277.46685247859847	4546468	0.69	5023	920	44869	None
maxbin_2546423.006	52.07	20.13	Gradient Boost (General Model)	11	0.924	4193	270.99195278969955	3263889	0.71	3728	892	34422	None
maxbin_2546423.007	89.64	2.68	Gradient Boost (General Model)	11	0.866	46233	283.5875940825331	3774283	0.54	3853	242	176297	None
maxbin_2546423.008	28.81	6.86	Neural Network (Specific Model)	11	0.866	4019	251.7903691813804	2710842	0.64	3115	744	59718	None
maxbin_2546423.009	79.75	14.57	Gradient Boost (General Model)	11	0.907	10028	266.0326668544072	3113167	0.66	3551	485	57060	None
maxbin_2546423.010	80.97	5.56	Gradient Boost (General Model)	11	0.836	6195	268.2211055276382	6300888	0.58	6567	1379	56727	None
maxbin_2546423.011	74.6	11.83	Gradient Boost (General Model)	11	0.9	4277	246.45997938852628	2380522	0.64	2911	656	26427	None
maxbin_2546423.012	57.73	6.7	Gradient Boost (General Model)	11	0.897	7701	259.4631855747558	2301353	0.66	2662	419	29874	None
maxbin_2546423.013	85.88	25.51	Gradient Boost (General Model)	11	0.874	5027	250.4749646393211	3029729	0.55	3535	764	21484	None
maxbin_2546423.014	30.81	0.4	Neural Network (Specific Model)	11	0.768	2774	202.88976377952756	2102543	0.49	2667	749	27787	None
maxbin_2546423.015	58.01	15.09	Gradient Boost (General Model)	11	0.89	2479	219.9211956521739	1901895	0.68	2576	769	12070	None
maxbin_2546423.016	34.61	2.3	Neural Network (Specific Model)	11	0.875	2561	225.54664057403784	1180759	0.65	1533	465	7960	None
maxbin_2546423.017	44.27	6.65	Gradient Boost (General Model)	11	0.858	2506	223.97715218278253	1914285	0.61	2451	752	23671	None
maxbin_2546423.018	42.94	7.8	Gradient Boost (General Model)	11	0.899	3398	234.13371313672923	2320607	0.68	2984	728	30397	None
maxbin_2546423.019	72.17	3.83	Gradient Boost (General Model)	11	0.833	4115	273.9389587073609	3840264	0.65	3899	1081	19577	None
maxbin_2546423.020	58.61	12.35	Gradient Boost (General Model)	11	0.893	3275	230.91767473118279	2299578	0.66	2976	759	22155	None
maxbin_2546423.021	47.39	11.81	Neural Network (Specific Model)	11	0.888	3690	245.17861386138614	4165049	0.73	5050	1260	18831	None
maxbin_2546423.022	61.07	13.75	Gradient Boost (General Model)	11	0.86	3270	228.8333996023857	4002804	0.7	5030	1320	36669	None
maxbin_2546423.023	30.85	0.37	Neural Network (Specific Model)	11	0.829	2581	223.85554371002132	1512872	0.67	1876	611	7799	None
maxbin_2546423.024	53.47	10.32	Gradient Boost (General Model)	11	0.899	2750	224.48615916955018	2154975	0.72	2890	805	13079	None
maxbin_2546423.025	30.38	2.7	Neural Network (Specific Model)	11	0.896	2486	224.0638957816377	1204199	0.67	1612	488	10100	None
maxbin_2546423.026	41.6	4.03	Neural Network (Specific Model)	11	0.893	2322	237.40662478583667	1392559	0.59	1751	587	12087	None
maxbin_2546423.027	63.6	15.21	Gradient Boost (General Model)	11	0.839	3415	225.82430183095985	4350980	0.55	5407	1406	24348	None
maxbin_2546423.028	95.81	25.27	Gradient Boost (General Model)	11	0.896	6303	260.6544	4893757	0.6	5625	1118	62617	None
maxbin_2546423.029	82.09	1.66	Gradient Boost (General Model)	11	0.809	8420	270.59583694709454	4620227	0.53	4612	720	48476	None
