Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.9.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.14.fa	100.00	86.65	49.51	NODE_169_length_12553_cov_6.957673	NODE_100_length_17400_cov_7.355491
sediment/bins/DRR310882_fairy_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.6.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.14.fa	95.21	22.20	11.88	NODE_301_length_6577_cov_3.413217	NODE_100_length_17400_cov_7.355491
sediment/bins/DRR310879_fairy_all_metabat2_short/DRR310879_fairy_all_metabat2_short_bin.8.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.14.fa	93.89	15.94	8.58	NODE_254_length_9480_cov_6.418249	NODE_100_length_17400_cov_7.355491
sediment/bins/DRR310874_fairy_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.8.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.14.fa	92.81	20.22	21.02	NODE_39_length_17572_cov_33.039390	NODE_100_length_17400_cov_7.355491
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.14.fa	91.86	17.23	25.72	NODE_65_length_23018_cov_8.324217	NODE_100_length_17400_cov_7.355491
sediment/bins/DRR310878_fairy_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.18.fa	sediment/bins/DRR310878_bwa_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.3.fa	100.00	96.83	95.44	NODE_103_length_30907_cov_11.363412	NODE_103_length_30907_cov_11.363412
sediment/bins/DRR310877_fairy_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.10.fa	sediment/bins/DRR310878_bwa_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.3.fa	98.41	69.25	86.22	NODE_3_length_39877_cov_7.948822	NODE_103_length_30907_cov_11.363412
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.4.fa	sediment/bins/DRR310878_bwa_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.3.fa	98.39	68.58	88.57	NODE_21_length_51328_cov_19.652507	NODE_103_length_30907_cov_11.363412
sediment/bins/DRR310871_fairy_all_metabat2_short/DRR310871_fairy_all_metabat2_short_bin.6.fa	sediment/bins/DRR310878_bwa_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.3.fa	98.26	71.78	69.53	NODE_75_length_17143_cov_6.175211	NODE_103_length_30907_cov_11.363412
sediment/bins/DRR310879_fairy_all_metabat2_short/DRR310879_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310878_bwa_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.3.fa	98.02	68.81	76.12	NODE_39_length_25928_cov_15.329069	NODE_103_length_30907_cov_11.363412
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310878_bwa_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.3.fa	97.99	66.45	67.86	NODE_58_length_20865_cov_22.250312	NODE_103_length_30907_cov_11.363412
sediment/bins/DRR310880_fairy_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.4.fa	sediment/bins/DRR310878_bwa_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.3.fa	97.52	64.38	38.10	NODE_94_length_13852_cov_4.335145	NODE_103_length_30907_cov_11.363412
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.1.fa	sediment/bins/DRR310878_bwa_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.3.fa	97.44	64.79	46.11	NODE_211_length_11243_cov_6.224705	NODE_103_length_30907_cov_11.363412
sediment/bins/DRR310880_fairy_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.3.fa	sediment/bins/DRR310880_bwa_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.3.fa	100.00	99.26	96.97	NODE_104_length_13264_cov_4.373457	NODE_104_length_13264_cov_4.373457
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.2.fa	sediment/bins/DRR310880_bwa_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.3.fa	98.60	37.90	90.78	NODE_2_length_160037_cov_16.944050	NODE_104_length_13264_cov_4.373457
sediment/bins/DRR310871_fairy_all_metabat2_short/DRR310871_fairy_all_metabat2_short_bin.5.fa	sediment/bins/DRR310880_bwa_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.3.fa	98.56	47.89	30.30	NODE_464_length_5981_cov_3.644111	NODE_104_length_13264_cov_4.373457
sediment/bins/DRR310881_fairy_all_metabat2_short/DRR310881_fairy_all_metabat2_short_bin.2.fa	sediment/bins/DRR310880_bwa_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.3.fa	98.15	46.92	71.71	NODE_84_length_22621_cov_5.432509	NODE_104_length_13264_cov_4.373457
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.8.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.8.fa	100.00	98.56	71.45	NODE_104_length_17257_cov_6.054412	NODE_104_length_17257_cov_6.054412
sediment/bins/DRR310877_fairy_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.11.fa	sediment/bins/DRR310877_bwa_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.13.fa	100.00	93.55	52.62	NODE_10_length_30348_cov_7.430826	NODE_10_length_30348_cov_7.430826
sediment/bins/DRR310880_fairy_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310877_bwa_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.13.fa	98.71	74.46	46.25	NODE_1_length_83219_cov_9.622445	NODE_10_length_30348_cov_7.430826
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.11.fa	sediment/bins/DRR310877_bwa_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.13.fa	98.47	72.48	33.83	NODE_125_length_16020_cov_6.133855	NODE_10_length_30348_cov_7.430826
sediment/bins/DRR310880_fairy_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.8.fa	sediment/bins/DRR310877_bwa_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.13.fa	98.05	73.62	18.19	NODE_2_length_71774_cov_9.446688	NODE_10_length_30348_cov_7.430826
sediment/bins/DRR310879_fairy_all_metabat2_short/DRR310879_fairy_all_metabat2_short_bin.4.fa	sediment/bins/DRR310877_bwa_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.13.fa	96.76	73.51	28.30	NODE_71_length_17837_cov_13.439546	NODE_10_length_30348_cov_7.430826
sediment/bins/DRR310880_fairy_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.10.fa	sediment/bins/DRR310877_bwa_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.13.fa	96.25	50.58	11.23	NODE_6_length_53450_cov_9.309992	NODE_10_length_30348_cov_7.430826
sediment/bins/DRR310878_fairy_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.10.fa	sediment/bins/DRR310877_bwa_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.13.fa	92.79	50.06	10.39	NODE_42_length_51555_cov_32.316447	NODE_10_length_30348_cov_7.430826
sediment/bins/DRR310878_fairy_all_metabat2_short/DRR310878_fairy_all_metabat2_short_bin.5.fa	sediment/bins/DRR310877_bwa_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.13.fa	90.57	32.21	7.76	NODE_99_length_31379_cov_32.426287	NODE_10_length_30348_cov_7.430826
sediment/bins/DRR310879_fairy_all_metabat2_short/DRR310879_fairy_all_metabat2_short_bin.10.fa	sediment/bins/DRR310879_bwa_all_metabat2_short/DRR310879_fairy_all_metabat2_short_bin.22.fa	100.00	90.72	92.12	NODE_111_length_14062_cov_6.049047	NODE_111_length_14062_cov_6.049047
sediment/bins/DRR310877_fairy_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310879_bwa_all_metabat2_short/DRR310879_fairy_all_metabat2_short_bin.22.fa	99.41	40.47	63.73	NODE_36_length_21057_cov_9.860204	NODE_111_length_14062_cov_6.049047
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310879_bwa_all_metabat2_short/DRR310879_fairy_all_metabat2_short_bin.22.fa	99.12	38.67	63.87	NODE_65_length_23018_cov_8.324217	NODE_111_length_14062_cov_6.049047
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.5.fa	sediment/bins/DRR310879_bwa_all_metabat2_short/DRR310879_fairy_all_metabat2_short_bin.22.fa	99.01	39.13	48.86	NODE_95_length_16882_cov_12.483093	NODE_111_length_14062_cov_6.049047
sediment/bins/DRR310882_fairy_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.2.fa	sediment/bins/DRR310882_bwa_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.2.fa	100.00	90.99	88.91	NODE_113_length_11722_cov_5.032485	NODE_113_length_11722_cov_5.032485
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.11.fa	sediment/bins/DRR310882_bwa_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.2.fa	99.07	33.90	87.34	NODE_33_length_35467_cov_11.698492	NODE_113_length_11722_cov_5.032485
sediment/bins/DRR310880_fairy_all_metabat2_short/DRR310880_fairy_all_metabat2_short_bin.5.fa	sediment/bins/DRR310882_bwa_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.2.fa	99.06	42.08	64.70	NODE_84_length_15112_cov_4.535498	NODE_113_length_11722_cov_5.032485
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.15.fa	sediment/bins/DRR310882_bwa_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.2.fa	99.01	37.82	80.19	NODE_2_length_53942_cov_9.899382	NODE_113_length_11722_cov_5.032485
sediment/bins/DRR310877_fairy_all_metabat2_short/DRR310877_fairy_all_metabat2_short_bin.12.fa	sediment/bins/DRR310882_bwa_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.2.fa	98.80	37.56	77.25	NODE_9_length_32782_cov_10.993706	NODE_113_length_11722_cov_5.032485
sediment/bins/DRR310871_fairy_all_metabat2_short/DRR310871_fairy_all_metabat2_short_bin.9.fa	sediment/bins/DRR310882_bwa_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.2.fa	98.56	40.49	67.89	NODE_19_length_27557_cov_7.229838	NODE_113_length_11722_cov_5.032485
sediment/bins/DRR310879_fairy_all_metabat2_short/DRR310879_fairy_all_metabat2_short_bin.16.fa	sediment/bins/DRR310882_bwa_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.2.fa	98.33	35.96	75.52	NODE_33_length_32254_cov_8.017702	NODE_113_length_11722_cov_5.032485
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310882_bwa_all_metabat2_short/DRR310882_fairy_all_metabat2_short_bin.2.fa	98.01	37.38	59.64	NODE_63_length_26297_cov_7.030028	NODE_113_length_11722_cov_5.032485
