Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
wallen_subsamp/bins/SRR19064412_fairy_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.38.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.34.fa	100.00	91.36	97.23	NODE_669_length_22748_cov_7.049575	NODE_1015_length_17424_cov_5.177385
wallen_subsamp/bins/SRR19064415_fairy_all_metabat2_short/SRR19064415_fairy_all_metabat2_short_bin.29.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.34.fa	98.20	45.24	88.10	NODE_20_length_160427_cov_10.083737	NODE_1015_length_17424_cov_5.177385
wallen_subsamp/bins/SRR19064419_fairy_all_metabat2_short/SRR19064419_fairy_all_metabat2_short_bin.7.fa	wallen_subsamp/bins/SRR19064419_bwa_all_metabat2_short/SRR19064419_fairy_all_metabat2_short_bin.14.fa	100.00	97.89	95.08	NODE_1018_length_11110_cov_4.932429	NODE_1018_length_11110_cov_4.932429
wallen_subsamp/bins/SRR19064412_fairy_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.26.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.33.fa	100.00	98.88	98.27	NODE_101_length_51755_cov_6.826963	NODE_101_length_51755_cov_6.826963
wallen_subsamp/bins/SRR19064416_fairy_all_metabat2_short/SRR19064416_fairy_all_metabat2_short_bin.37.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.33.fa	99.71	80.12	98.30	NODE_3_length_354709_cov_17.214085	NODE_101_length_51755_cov_6.826963
wallen_subsamp/bins/SRR19064417_fairy_all_metabat2_short/SRR19064417_fairy_all_metabat2_short_bin.5.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.33.fa	99.16	91.71	57.78	NODE_1040_length_13883_cov_4.990454	NODE_101_length_51755_cov_6.826963
wallen_subsamp/bins/SRR19064419_fairy_all_metabat2_short/SRR19064419_fairy_all_metabat2_short_bin.5.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.33.fa	99.03	92.37	81.39	NODE_350_length_28990_cov_5.758459	NODE_101_length_51755_cov_6.826963
wallen_subsamp/bins/SRR19064414_fairy_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.41.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.33.fa	98.74	83.24	92.69	NODE_6_length_152151_cov_14.716035	NODE_101_length_51755_cov_6.826963
wallen_subsamp/bins/SRR19064411_fairy_all_metabat2_short/SRR19064411_fairy_all_metabat2_short_bin.17.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.33.fa	98.52	81.98	91.25	NODE_11_length_133785_cov_16.901795	NODE_101_length_51755_cov_6.826963
wallen_subsamp/bins/SRR19064415_fairy_all_metabat2_short/SRR19064415_fairy_all_metabat2_short_bin.9.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.33.fa	98.50	80.82	89.26	NODE_15_length_180869_cov_9.353579	NODE_101_length_51755_cov_6.826963
wallen_subsamp/bins/SRR19064418_fairy_all_metabat2_short/SRR19064418_fairy_all_metabat2_short_bin.34.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.33.fa	98.49	88.63	83.65	NODE_760_length_23434_cov_6.820608	NODE_101_length_51755_cov_6.826963
wallen_subsamp/bins/SRR19064417_fairy_all_metabat2_short/SRR19064417_fairy_all_metabat2_short_bin.11.fa	wallen_subsamp/bins/SRR19064417_bwa_all_metabat2_short/SRR19064417_fairy_all_metabat2_short_bin.14.fa	100.00	95.43	94.19	NODE_1023_length_14083_cov_5.396350	NODE_1023_length_14083_cov_5.396350
wallen_subsamp/bins/SRR19064413_fairy_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.47.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	100.00	90.41	91.57	NODE_102_length_54066_cov_27.415397	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064418_fairy_all_metabat2_short/SRR19064418_fairy_all_metabat2_short_bin.21.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	99.59	56.50	86.20	NODE_42_length_100108_cov_42.936983	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064419_fairy_all_metabat2_short/SRR19064419_fairy_all_metabat2_short_bin.16.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	99.48	58.84	89.92	NODE_105_length_68268_cov_17.137481	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064418_fairy_all_metabat2_short/SRR19064418_fairy_all_metabat2_short_bin.12.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	99.36	16.55	4.12	NODE_98_length_73669_cov_37.719211	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064411_fairy_all_metabat2_short/SRR19064411_fairy_all_metabat2_short_bin.16.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	99.10	58.07	82.08	NODE_225_length_44537_cov_14.382200	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064416_fairy_all_metabat2_short/SRR19064416_fairy_all_metabat2_short_bin.39.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	96.94	45.97	87.80	NODE_21_length_168953_cov_46.428229	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064414_fairy_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.14.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	96.92	53.67	67.49	NODE_285_length_35048_cov_9.373446	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064412_fairy_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.2.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	96.85	50.18	84.19	NODE_51_length_67962_cov_25.523731	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064410_fairy_all_metabat2_short/SRR19064410_fairy_all_metabat2_short_bin.9.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	96.79	43.41	86.88	NODE_4_length_271395_cov_111.910566	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064417_fairy_all_metabat2_short/SRR19064417_fairy_all_metabat2_short_bin.23.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	96.67	48.31	85.64	NODE_68_length_100321_cov_10.501157	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064415_fairy_all_metabat2_short/SRR19064415_fairy_all_metabat2_short_bin.1.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.55.fa	96.67	48.07	86.11	NODE_39_length_120148_cov_19.454764	NODE_102_length_54066_cov_27.415397
wallen_subsamp/bins/SRR19064414_fairy_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.32.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	100.00	97.89	31.88	NODE_102_length_56451_cov_12.369157	NODE_102_length_56451_cov_12.369157
wallen_subsamp/bins/SRR19064414_fairy_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.1.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	100.00	99.27	63.36	NODE_103_length_56112_cov_13.993435	NODE_102_length_56451_cov_12.369157
wallen_subsamp/bins/SRR19064412_fairy_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.51.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	97.14	88.10	57.32	NODE_132_length_46350_cov_23.555006	NODE_102_length_56451_cov_12.369157
wallen_subsamp/bins/SRR19064415_fairy_all_metabat2_short/SRR19064415_fairy_all_metabat2_short_bin.53.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	96.99	74.93	24.43	NODE_48_length_110935_cov_13.454085	NODE_102_length_56451_cov_12.369157
wallen_subsamp/bins/SRR19064415_fairy_all_metabat2_short/SRR19064415_fairy_all_metabat2_short_bin.52.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	96.96	91.24	58.76	NODE_159_length_66148_cov_15.113310	NODE_102_length_56451_cov_12.369157
wallen_subsamp/bins/SRR19064412_fairy_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.46.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	96.64	83.72	26.98	NODE_5_length_157125_cov_21.604870	NODE_102_length_56451_cov_12.369157
wallen_subsamp/bins/SRR19064413_fairy_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.56.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	94.51	80.54	53.79	NODE_158_length_44994_cov_9.749883	NODE_102_length_56451_cov_12.369157
wallen_subsamp/bins/SRR19064413_fairy_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.54.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	93.41	80.10	8.49	NODE_69_length_68657_cov_9.891840	NODE_102_length_56451_cov_12.369157
wallen_subsamp/bins/SRR19064415_fairy_all_metabat2_short/SRR19064415_fairy_all_metabat2_short_bin.11.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	88.24	16.45	11.21	NODE_1120_length_16076_cov_7.073279	NODE_102_length_56451_cov_12.369157
wallen_subsamp/bins/SRR19064414_fairy_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.40.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.46.fa	85.67	25.71	24.60	NODE_18_length_111396_cov_13.865494	NODE_102_length_56451_cov_12.369157
