Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
olm_soil/bins/SRR2546429_fairy_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.9.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	100.00	53.26	32.50	NODE_1180_length_13016_cov_3.652342	NODE_1000_length_14566_cov_6.321342
olm_soil/bins/SRR2546430_fairy_all_metabat2_short/SRR2546430_fairy_all_metabat2_short_bin.3.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	99.83	6.73	20.37	NODE_251_length_33795_cov_5.531506	NODE_1000_length_14566_cov_6.321342
olm_soil/bins/SRR2546430_fairy_all_metabat2_short/SRR2546430_fairy_all_metabat2_short_bin.63.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	98.95	16.30	33.67	NODE_8_length_89929_cov_7.580813	NODE_1000_length_14566_cov_6.321342
olm_soil/bins/SRR2546424_fairy_all_metabat2_short/SRR2546424_fairy_all_metabat2_short_bin.5.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	98.95	20.45	27.18	NODE_96_length_28082_cov_5.348557	NODE_1000_length_14566_cov_6.321342
olm_soil/bins/SRR2546421_fairy_all_metabat2_short/SRR2546421_fairy_all_metabat2_short_bin.14.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	98.33	21.41	20.82	NODE_1051_length_10867_cov_5.026545	NODE_1000_length_14566_cov_6.321342
olm_soil/bins/SRR2546422_fairy_all_metabat2_short/SRR2546422_fairy_all_metabat2_short_bin.71.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	96.24	17.17	23.76	NODE_672_length_23139_cov_5.309955	NODE_1000_length_14566_cov_6.321342
olm_soil/bins/SRR2546426_fairy_all_metabat2_short/SRR2546426_fairy_all_metabat2_short_bin.31.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	96.17	16.40	30.51	NODE_105_length_54163_cov_7.436812	NODE_1000_length_14566_cov_6.321342
olm_soil/bins/SRR2546425_fairy_all_metabat2_short/SRR2546425_fairy_all_metabat2_short_bin.66.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	96.00	16.32	32.33	NODE_124_length_50115_cov_10.917060	NODE_1000_length_14566_cov_6.321342
olm_soil/bins/SRR2546427_fairy_all_metabat2_short/SRR2546427_fairy_all_metabat2_short_bin.28.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	95.96	18.79	27.18	NODE_582_length_27357_cov_5.857153	NODE_1000_length_14566_cov_6.321342
olm_soil/bins/SRR2546428_fairy_all_metabat2_short/SRR2546428_fairy_all_metabat2_short_bin.63.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	95.93	16.91	32.80	NODE_39_length_73659_cov_7.825634	NODE_1000_length_14566_cov_6.321342
