Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR3414583_fairy_single_metabat2_short_bin.10	21.49	4.91	Neural Network (Specific Model)	11	0.892	40450	303.1628825271471	1029416	0.47	1013	53	141373	None
ERR3414583_fairy_single_metabat2_short_bin.100	12.51	1.58	Neural Network (Specific Model)	11	0.907	69452	337.17064846416383	326246	0.49	293	7	98353	None
ERR3414583_fairy_single_metabat2_short_bin.101	14.36	0.04	Neural Network (Specific Model)	11	0.863	22568	261.47972972972974	670906	0.57	740	42	102060	None
ERR3414583_fairy_single_metabat2_short_bin.102	6.26	0.01	Neural Network (Specific Model)	11	0.937	176834	375.92571428571426	210521	0.31	175	4	176834	None
ERR3414583_fairy_single_metabat2_short_bin.103	39.91	0.03	Neural Network (Specific Model)	11	0.868	64128	306.037037037037	969125	0.47	918	32	121571	None
ERR3414583_fairy_single_metabat2_short_bin.104	71.06	27.76	Gradient Boost (General Model)	11	0.876	60676	327.06951672862454	3008553	0.47	2690	99	123768	None
ERR3414583_fairy_single_metabat2_short_bin.107	43.42	0.08	Neural Network (Specific Model)	11	0.918	539558	326.9812030075188	850530	0.45	798	4	539558	None
ERR3414583_fairy_single_metabat2_short_bin.108	55.53	0.63	Neural Network (Specific Model)	11	0.885	55653	322.1853257432005	1724294	0.5	1581	53	144384	None
ERR3414583_fairy_single_metabat2_short_bin.109	81.59	33.06	Neural Network (Specific Model)	11	0.894	66872	317.5729946524064	3975192	0.48	3740	99	240242	None
ERR3414583_fairy_single_metabat2_short_bin.11	10.23	0.0	Neural Network (Specific Model)	11	0.891	35788	292.0962962962963	397305	0.43	405	19	112619	None
ERR3414583_fairy_single_metabat2_short_bin.113	16.9	0.0	Neural Network (Specific Model)	11	0.912	165920	340.09963099630994	302493	0.5	271	4	165920	None
ERR3414583_fairy_single_metabat2_short_bin.114	33.78	0.13	Neural Network (Specific Model)	11	0.887	48128	316.1108312342569	1270239	0.47	1191	38	172463	None
ERR3414583_fairy_single_metabat2_short_bin.115	8.05	0.0	Neural Network (Specific Model)	11	0.874	132945	328.037037037037	242927	0.61	216	3	132945	None
ERR3414583_fairy_single_metabat2_short_bin.116	41.33	1.1	Neural Network (Specific Model)	11	0.874	38918	317.88733431516937	1479082	0.55	1358	66	135080	None
ERR3414583_fairy_single_metabat2_short_bin.117	20.64	0.01	Neural Network (Specific Model)	11	0.895	253593	338.21012658227846	447044	0.65	395	3	253593	None
ERR3414583_fairy_single_metabat2_short_bin.118	11.14	0.0	Neural Network (Specific Model)	11	0.918	117457	358.7557003257329	359355	0.56	307	5	136839	None
ERR3414583_fairy_single_metabat2_short_bin.119	32.11	0.06	Neural Network (Specific Model)	11	0.908	47281	336.87886597938143	861846	0.53	776	27	137999	None
ERR3414583_fairy_single_metabat2_short_bin.120	3.71	0.0	Neural Network (Specific Model)	11	0.886	10918	316.71573604060916	210322	0.4	197	25	32489	None
ERR3414583_fairy_single_metabat2_short_bin.122	12.44	2.05	Neural Network (Specific Model)	11	0.875	123945	324.88578680203045	438502	0.48	394	6	139433	None
ERR3414583_fairy_single_metabat2_short_bin.123	7.91	0.0	Neural Network (Specific Model)	11	0.834	48682	328.0386266094421	274873	0.58	233	7	66303	None
ERR3414583_fairy_single_metabat2_short_bin.124	11.51	0.0	Neural Network (Specific Model)	11	0.87	40494	300.11328125	264338	0.63	256	8	48984	None
ERR3414583_fairy_single_metabat2_short_bin.126	16.82	0.0	Neural Network (Specific Model)	11	0.883	210807	324.1090425531915	413497	0.54	376	5	210807	None
ERR3414583_fairy_single_metabat2_short_bin.127	10.83	0.0	Neural Network (Specific Model)	11	0.861	197315	291.2072829131653	361791	0.63	357	4	197315	None
ERR3414583_fairy_single_metabat2_short_bin.128	56.12	0.0	Neural Network (Specific Model)	11	0.876	76200	330.275615567911	1421081	0.53	1259	29	250168	None
ERR3414583_fairy_single_metabat2_short_bin.13	12.4	0.0	Neural Network (Specific Model)	11	0.897	20515	309.94344473007715	402941	0.53	389	22	73379	None
ERR3414583_fairy_single_metabat2_short_bin.130	7.13	0.0	Neural Network (Specific Model)	11	0.839	106782	319.23333333333335	205138	0.58	180	3	106782	None
ERR3414583_fairy_single_metabat2_short_bin.133	61.13	1.99	Gradient Boost (General Model)	11	0.858	17829	300.2573812580231	1632565	0.65	1558	132	64637	None
ERR3414583_fairy_single_metabat2_short_bin.134	24.37	0.0	Neural Network (Specific Model)	11	0.888	101633	314.2863924050633	669492	0.61	632	12	154352	None
ERR3414583_fairy_single_metabat2_short_bin.135	24.84	0.13	Neural Network (Specific Model)	11	0.906	156602	296.6776504297994	684331	0.58	698	9	234392	None
ERR3414583_fairy_single_metabat2_short_bin.136	59.2	0.41	Neural Network (Specific Model)	11	0.898	133060	328.6089049338147	1819989	0.49	1662	25	280583	None
ERR3414583_fairy_single_metabat2_short_bin.137	36.4	0.0	Neural Network (Specific Model)	11	0.888	73563	310.37193460490465	768330	0.66	734	18	105681	None
ERR3414583_fairy_single_metabat2_short_bin.138	81.63	0.18	Neural Network (Specific Model)	11	0.826	64587	300.45176040237766	2381673	0.62	2187	62	237450	None
ERR3414583_fairy_single_metabat2_short_bin.139	34.07	0.0	Neural Network (Specific Model)	11	0.89	76046	322.40909090909093	716370	0.6	660	11	201589	None
ERR3414583_fairy_single_metabat2_short_bin.14	19.22	0.01	Neural Network (Specific Model)	11	0.858	78597	316.1080459770115	479976	0.61	435	7	132046	None
ERR3414583_fairy_single_metabat2_short_bin.140	11.6	0.0	Neural Network (Specific Model)	11	0.892	102929	322.7096774193548	369406	0.51	341	5	127969	None
ERR3414583_fairy_single_metabat2_short_bin.141	6.82	0.43	Neural Network (Specific Model)	11	0.901	95786	331.61661341853033	344448	0.53	313	6	137327	None
ERR3414583_fairy_single_metabat2_short_bin.142	19.79	0.18	Neural Network (Specific Model)	11	0.903	67036	359.25879917184267	575026	0.53	483	12	225335	None
ERR3414583_fairy_single_metabat2_short_bin.143	88.53	0.01	Gradient Boost (General Model)	11	0.859	86667	327.3071546052632	2774724	0.51	2432	61	175171	None
ERR3414583_fairy_single_metabat2_short_bin.144	92.79	0.37	Gradient Boost (General Model)	11	0.861	59720	320.6651982378855	2784296	0.63	2497	85	201663	None
ERR3414583_fairy_single_metabat2_short_bin.145	8.64	0.0	Neural Network (Specific Model)	11	0.829	138711	320.4932735426009	257135	0.62	223	5	138711	None
ERR3414583_fairy_single_metabat2_short_bin.147	8.03	0.0	Neural Network (Specific Model)	11	0.857	169590	334.921146953405	326792	0.58	279	5	169590	None
ERR3414583_fairy_single_metabat2_short_bin.149	12.25	0.31	Neural Network (Specific Model)	11	0.869	364738	249.1770145310436	649203	0.55	757	16	364738	None
ERR3414583_fairy_single_metabat2_short_bin.150	8.46	0.02	Neural Network (Specific Model)	11	0.902	188575	383.8059701492537	255980	0.5	201	2	188575	None
ERR3414583_fairy_single_metabat2_short_bin.152	88.76	0.26	Gradient Boost (General Model)	11	0.853	12951	313.8455764075067	2054635	0.57	1865	221	46711	None
ERR3414583_fairy_single_metabat2_short_bin.153	11.91	0.17	Neural Network (Specific Model)	11	0.924	107561	306.83056478405314	299376	0.47	301	4	119733	None
ERR3414583_fairy_single_metabat2_short_bin.154	30.34	0.15	Neural Network (Specific Model)	11	0.903	122265	329.82211538461536	910302	0.51	832	15	252634	None
ERR3414583_fairy_single_metabat2_short_bin.155	14.97	0.03	Neural Network (Specific Model)	11	0.883	125758	335.7017937219731	508146	0.46	446	6	149912	None
ERR3414583_fairy_single_metabat2_short_bin.156	9.42	0.0	Neural Network (Specific Model)	11	0.913	96607	314.15	267632	0.47	260	4	132949	None
ERR3414583_fairy_single_metabat2_short_bin.157	24.42	0.01	Neural Network (Specific Model)	11	0.825	19185	279.7342105263158	385377	0.3	380	29	50950	None
ERR3414583_fairy_single_metabat2_short_bin.158	26.57	0.36	Neural Network (Specific Model)	11	0.9	435134	297.2502994011976	825293	0.43	835	10	435134	None
ERR3414583_fairy_single_metabat2_short_bin.159	100.0	92.76	Gradient Boost (General Model)	11	0.871	15820	274.0484297520661	5696892	0.27	6050	591	78008	None
ERR3414583_fairy_single_metabat2_short_bin.16	17.21	0.0	Neural Network (Specific Model)	11	0.889	60151	314.2706766917293	281769	0.6	266	6	84179	None
ERR3414583_fairy_single_metabat2_short_bin.160	11.22	0.0	Neural Network (Specific Model)	11	0.889	35425	281.53711790393015	217267	0.64	229	10	50347	None
ERR3414583_fairy_single_metabat2_short_bin.161	9.45	0.8	Neural Network (Specific Model)	11	0.807	135700	283.488986784141	238742	0.5	227	3	135700	None
ERR3414583_fairy_single_metabat2_short_bin.163	65.18	0.16	Gradient Boost (General Model)	11	0.907	482419	316.1651728553137	815349	0.52	781	7	482419	None
ERR3414583_fairy_single_metabat2_short_bin.164	78.13	0.44	Neural Network (Specific Model)	11	0.909	154034	343.99007444168734	2284024	0.53	2015	26	339756	None
ERR3414583_fairy_single_metabat2_short_bin.165	7.21	0.02	Neural Network (Specific Model)	11	0.876	184893	315.90232558139536	232300	0.41	215	2	184893	None
ERR3414583_fairy_single_metabat2_short_bin.166	29.0	0.12	Neural Network (Specific Model)	11	0.905	158287	343.63492063492066	787940	0.53	693	11	262831	None
ERR3414583_fairy_single_metabat2_short_bin.167	39.79	0.01	Neural Network (Specific Model)	11	0.903	59655	313.7615780445969	607329	0.41	583	26	103727	None
ERR3414583_fairy_single_metabat2_short_bin.168	93.91	2.74	Neural Network (Specific Model)	11	0.886	37967	287.74117647058824	1818146	0.37	1870	70	123762	None
ERR3414583_fairy_single_metabat2_short_bin.169	14.77	0.0	Neural Network (Specific Model)	11	0.915	147683	356.9245810055866	418286	0.53	358	4	155541	None
ERR3414583_fairy_single_metabat2_short_bin.17	23.75	0.03	Neural Network (Specific Model)	11	0.894	95040	347.04651162790697	899769	0.54	774	16	161476	None
ERR3414583_fairy_single_metabat2_short_bin.170	5.52	0.0	Neural Network (Specific Model)	11	0.863	126974	305.96534653465346	214208	0.54	202	2	126974	None
ERR3414583_fairy_single_metabat2_short_bin.171	52.85	0.04	Neural Network (Specific Model)	11	0.869	134615	326.8429184549356	1313244	0.57	1165	18	214632	None
ERR3414583_fairy_single_metabat2_short_bin.173	13.57	0.0	Neural Network (Specific Model)	11	0.916	164039	344.0358974358974	438201	0.47	390	3	181337	None
ERR3414583_fairy_single_metabat2_short_bin.175	12.29	0.0	Neural Network (Specific Model)	11	0.859	29852	383.63663663663664	445619	0.58	333	23	120594	None
ERR3414583_fairy_single_metabat2_short_bin.176	70.32	2.51	Gradient Boost (General Model)	11	0.898	13418	282.97820703318473	1904044	0.59	2019	191	46585	None
ERR3414583_fairy_single_metabat2_short_bin.177	74.81	0.04	Gradient Boost (General Model)	11	0.89	63203	327.66377585056705	1654262	0.49	1499	43	188262	None
ERR3414583_fairy_single_metabat2_short_bin.178	12.1	0.06	Neural Network (Specific Model)	11	0.89	13385	262.2761627906977	303409	0.57	344	34	32700	None
ERR3414583_fairy_single_metabat2_short_bin.179	81.81	0.21	Neural Network (Specific Model)	11	0.87	74030	313.94612794612794	1925605	0.64	1782	42	202537	None
ERR3414583_fairy_single_metabat2_short_bin.18	16.0	0.01	Neural Network (Specific Model)	11	0.918	95989	311.6938775510204	398635	0.54	392	7	128574	None
ERR3414583_fairy_single_metabat2_short_bin.180	9.46	0.22	Neural Network (Specific Model)	11	0.83	16014	283.9889705882353	278923	0.56	272	27	62487	None
ERR3414583_fairy_single_metabat2_short_bin.181	4.29	0.0	Neural Network (Specific Model)	11	0.883	110304	346.32954545454544	206896	0.46	176	2	110304	None
ERR3414583_fairy_single_metabat2_short_bin.182	17.86	0.0	Neural Network (Specific Model)	11	0.896	67302	350.3534246575342	427558	0.52	365	7	189152	None
ERR3414583_fairy_single_metabat2_short_bin.183	15.92	0.0	Neural Network (Specific Model)	11	0.906	84448	313.27431421446386	415469	0.61	401	7	171348	None
ERR3414583_fairy_single_metabat2_short_bin.184	23.25	0.01	Neural Network (Specific Model)	11	0.912	89565	322.0242510699001	741376	0.49	701	14	125394	None
ERR3414583_fairy_single_metabat2_short_bin.185	16.08	0.0	Neural Network (Specific Model)	11	0.876	146386	312.8131313131313	423553	0.62	396	4	185698	None
ERR3414583_fairy_single_metabat2_short_bin.186	60.58	0.04	Gradient Boost (General Model)	11	0.875	72856	340.4858812074002	1197930	0.55	1027	20	231206	None
ERR3414583_fairy_single_metabat2_short_bin.187	9.67	0.03	Neural Network (Specific Model)	11	0.861	4878	242.62124711316397	364524	0.43	433	80	14211	None
ERR3414583_fairy_single_metabat2_short_bin.188	27.36	0.0	Neural Network (Specific Model)	11	0.861	80390	347.6221294363257	579694	0.51	479	9	143337	None
ERR3414583_fairy_single_metabat2_short_bin.189	6.46	0.16	Neural Network (Specific Model)	11	0.892	5079	287.77470355731225	244379	0.36	253	55	22308	None
ERR3414583_fairy_single_metabat2_short_bin.19	17.59	0.0	Neural Network (Specific Model)	11	0.901	98744	325.1469298245614	492608	0.46	456	5	128505	None
ERR3414583_fairy_single_metabat2_short_bin.190	12.03	0.64	Neural Network (Specific Model)	11	0.869	15176	290.1930585683297	460808	0.35	461	54	52047	None
ERR3414583_fairy_single_metabat2_short_bin.191	54.04	0.0	Gradient Boost (General Model)	11	0.865	107498	318.64900662251654	833085	0.59	755	11	210045	None
ERR3414583_fairy_single_metabat2_short_bin.192	8.97	0.0	Neural Network (Specific Model)	11	0.918	77912	315.13524590163934	250732	0.53	244	9	79950	None
ERR3414583_fairy_single_metabat2_short_bin.193	15.85	0.11	Neural Network (Specific Model)	11	0.874	3846	228.01478743068392	421598	0.6	541	122	11263	None
ERR3414583_fairy_single_metabat2_short_bin.194	11.74	0.0	Neural Network (Specific Model)	11	0.852	94775	285.3953488372093	301572	0.5	301	3	148846	None
ERR3414583_fairy_single_metabat2_short_bin.196	25.2	0.0	Neural Network (Specific Model)	11	0.87	52904	329.10069444444446	652778	0.48	576	16	156145	None
ERR3414583_fairy_single_metabat2_short_bin.197	14.99	0.0	Neural Network (Specific Model)	11	0.882	98867	305.472131147541	316680	0.56	305	5	120756	None
ERR3414583_fairy_single_metabat2_short_bin.198	96.47	1.91	Gradient Boost (General Model)	11	0.873	56456	303.08183306055645	2541980	0.58	2444	75	210050	None
ERR3414583_fairy_single_metabat2_short_bin.20	10.49	0.0	Neural Network (Specific Model)	11	0.891	61977	313.4725050916497	517020	0.67	491	11	118909	None
ERR3414583_fairy_single_metabat2_short_bin.200	24.17	0.0	Neural Network (Specific Model)	11	0.876	110864	309.6900790166813	1206615	0.49	1139	17	247236	None
ERR3414583_fairy_single_metabat2_short_bin.201	21.13	0.1	Neural Network (Specific Model)	11	0.901	36219	299.2072072072072	441628	0.62	444	17	65412	None
ERR3414583_fairy_single_metabat2_short_bin.202	7.51	0.0	Neural Network (Specific Model)	11	0.855	137004	332.53125	223257	0.59	192	2	137004	None
ERR3414583_fairy_single_metabat2_short_bin.203	6.98	0.0	Neural Network (Specific Model)	11	0.9	111131	282.5934579439252	200860	0.42	214	4	111131	None
ERR3414583_fairy_single_metabat2_short_bin.204	14.59	0.0	Neural Network (Specific Model)	11	0.887	92392	366.0051020408163	242575	0.51	196	3	120892	None
ERR3414583_fairy_single_metabat2_short_bin.205	22.15	0.03	Neural Network (Specific Model)	11	0.849	431818	337.1267326732673	600516	0.61	505	7	431818	None
ERR3414583_fairy_single_metabat2_short_bin.207	9.75	0.01	Neural Network (Specific Model)	11	0.907	58163	326.95348837209303	324910	0.47	301	11	74462	None
ERR3414583_fairy_single_metabat2_short_bin.208	85.7	2.69	Neural Network (Specific Model)	11	0.848	19580	324.1307220386975	2426299	0.48	2119	182	88043	None
ERR3414583_fairy_single_metabat2_short_bin.209	9.23	0.0	Neural Network (Specific Model)	11	0.9	64220	348.57894736842104	352804	0.5	304	6	72665	None
ERR3414583_fairy_single_metabat2_short_bin.210	71.56	0.03	Gradient Boost (General Model)	11	0.852	24645	301.65041693393204	1651173	0.57	1559	112	73140	None
ERR3414583_fairy_single_metabat2_short_bin.214	10.45	0.0	Neural Network (Specific Model)	11	0.891	21488	333.60884353741494	329955	0.66	294	19	62740	None
