12983ΩNODE_1207_length_1886_cov_6.200437_1	UniRef100_U5HK50~K00991	52.8	229	107	1	1	229	3	230	2.4e-57	227.3
12983ΩNODE_1207_length_1886_cov_6.200437_2	UniRef100_A4XLL8~K00919	46.1	280	148	3	6	284	3	280	5.1e-62	243.0
12983ΩNODE_705_length_2474_cov_4.978504_1	UniRef100_A0A0F8WDX8~K01778	45.5	176	93	3	2	176	12	185	4.8e-35	152.9
12983ΩNODE_705_length_2474_cov_4.978504_2	UniRef100_B5YGJ4~K00215	57.1	266	114	0	1	266	1	266	4.4e-84	316.2
12983ΩNODE_705_length_2474_cov_4.978504_3	UniRef100_A5GD89~K01714	58.2	292	120	2	2	293	1	290	5.2e-94	349.4
12983ΩNODE_139_length_5587_cov_11.474873_1	UniRef100_A0A0P9HY82~K14564	64.5	324	112	1	2	322	71	394	2.0e-118	430.6
12983ΩNODE_139_length_5587_cov_11.474873_2	UniRef100_A0A0P9FT77~K04795	72.6	230	62	1	1	230	1	229	6.7e-97	358.6
12983ΩNODE_139_length_5587_cov_11.474873_4	UniRef100_A0A0P9DSD3~K03470	69.4	219	67	0	1	219	1	219	4.2e-80	302.8
12983ΩNODE_139_length_5587_cov_11.474873_5	UniRef100_A0A0P9DX42~K06928	62.0	179	68	0	3	181	6	184	1.1e-57	228.0
12983ΩNODE_139_length_5587_cov_11.474873_6	UniRef100_A0A0P9G8X2~K00555	62.6	398	148	1	5	402	1	397	2.0e-152	543.9
12983ΩNODE_197_length_4825_cov_9.784906_1	UniRef100_F6D555~K00067	48.4	289	145	4	1	288	1	286	1.5e-72	278.1
12983ΩNODE_197_length_4825_cov_9.784906_2	UniRef100_D7D8B5~K00973	59.0	354	141	3	1	353	1	351	1.0e-104	385.2
12983ΩNODE_197_length_4825_cov_9.784906_3	UniRef100_D1Z266~K01790	67.1	155	51	0	1	155	5	159	1.1e-58	231.1
12983ΩNODE_197_length_4825_cov_9.784906_4	UniRef100_H1XWB4~K01710	60.8	316	123	1	2	317	3	317	6.5e-109	399.1
12983ΩNODE_34_length_12946_cov_9.785432_1	UniRef100_A0A165WLE5~K00074	55.6	234	102	2	1	234	1	232	1.8e-65	254.2
12983ΩNODE_34_length_12946_cov_9.785432_4	UniRef100_A0A0S3QSM2~K01912	54.6	436	192	4	16	450	2	432	1.3e-133	481.5
12983ΩNODE_34_length_12946_cov_9.785432_5	UniRef100_C3AMN1~K01759	33.0	115	59	2	4	100	4	118	4.7e-08	62.4
12983ΩNODE_34_length_12946_cov_9.785432_6	UniRef100_A0A0P9DQC9~K10773	44.7	190	104	1	29	218	32	220	1.1e-38	165.2
12983ΩNODE_34_length_12946_cov_9.785432_7	UniRef100_A0A0P9FVP8~K01247	30.7	306	193	7	5	295	12	313	4.8e-34	150.2
12983ΩNODE_34_length_12946_cov_9.785432_8	UniRef100_A0A0U2X101~K04719	31.1	206	110	6	1	175	1	205	9.8e-19	98.6
12983ΩNODE_34_length_12946_cov_9.785432_9	UniRef100_A0A0P9E464~K17950	57.1	326	137	2	7	330	3	327	5.5e-100	369.4
12983ΩNODE_34_length_12946_cov_9.785432_12	UniRef100_E3GVZ5~K10977	38.9	368	218	2	21	388	8	368	1.0e-74	285.8
12983ΩNODE_34_length_12946_cov_9.785432_13	UniRef100_I4BWS6~K01012	49.4	320	157	3	11	330	5	319	2.0e-86	324.3
12983ΩNODE_34_length_12946_cov_9.785432_14	UniRef100_O66721~K09711	43.3	323	180	3	14	333	10	332	1.0e-69	268.9
12983ΩNODE_179_length_4959_cov_6.423736_3	UniRef100_D7E733~K06910	60.1	143	57	0	1	143	4	146	5.2e-47	192.2
12983ΩNODE_179_length_4959_cov_6.423736_4	UniRef100_A0A0E3S6R0~K00847	45.2	294	160	1	1	293	1	294	1.5e-72	278.1
12983ΩNODE_179_length_4959_cov_6.423736_5	UniRef100_A7NQL6~K07182	33.1	133	78	2	14	146	8	129	3.6e-11	73.2
12983ΩNODE_237_length_4401_cov_10.230097_2	UniRef100_A0A0P9DVV1~K03546	57.4	695	296	0	1	695	1	695	4.5e-205	719.5
12983ΩNODE_237_length_4401_cov_10.230097_3	UniRef100_A0A0P9EN12~K03547	71.0	400	115	1	1	400	1	399	1.6e-162	577.4
12983ΩNODE_754_length_2390_cov_7.069807_2	UniRef100_L0K468~K02341	40.4	327	190	4	1	326	1	323	9.8e-57	225.7
12983ΩNODE_754_length_2390_cov_7.069807_3	UniRef100_D5X8Y1~K00943	44.4	214	106	3	4	213	3	207	6.9e-44	182.6
12983ΩNODE_2945_length_1218_cov_17.153052_1	UniRef100_A0A0P9FYC1~K03124	82.9	304	52	0	19	322	8	311	6.6e-143	511.9
12983ΩNODE_248_length_4295_cov_6.946934_1	UniRef100_A0A0D5YPR5~K07301	38.0	305	186	1	8	312	7	308	7.8e-51	206.1
12983ΩNODE_248_length_4295_cov_6.946934_6	UniRef100_E6N7Q3~K01866	46.8	295	150	2	2	292	72	363	1.6e-74	284.6
12983ΩNODE_57_length_9043_cov_10.973298_3	UniRef100_A0A1D8GL77~K04758	36.0	86	54	1	1	85	1	86	6.2e-11	71.6
12983ΩNODE_57_length_9043_cov_10.973298_4	UniRef100_D3S2Y8~K04759	42.7	679	352	17	19	676	5	667	8.2e-127	459.5
12983ΩNODE_57_length_9043_cov_10.973298_6	UniRef100_F8AKV1~K09013	47.1	240	117	3	1	231	1	239	3.0e-52	210.3
12983ΩNODE_57_length_9043_cov_10.973298_8	UniRef100_A0A0S1X9D1~K04758	47.5	80	30	2	5	84	5	72	3.4e-09	65.9
12983ΩNODE_57_length_9043_cov_10.973298_9	UniRef100_B8GJD9~K04759	53.1	639	291	5	8	642	25	658	1.3e-177	628.2
12983ΩNODE_256_length_4217_cov_10.191735_2	UniRef100_A6TKL4~K02510	32.8	244	150	5	30	272	22	252	3.0e-30	137.5
12983ΩNODE_256_length_4217_cov_10.191735_4	UniRef100_A0A0P9FWC9~K04796	84.0	75	12	0	1	75	1	75	5.2e-30	134.8
12983ΩNODE_256_length_4217_cov_10.191735_7	UniRef100_A0A167GF08~K06019	30.2	215	136	6	11	219	5	211	2.3e-14	84.3
12983ΩNODE_256_length_4217_cov_10.191735_8	UniRef100_A0A0P9DT00~K02946	89.2	102	11	0	1	102	1	102	4.5e-45	185.3
12983ΩNODE_9317_length_673_cov_2.770227_1	UniRef100_A0A1P8F6J8~K00330	56.7	104	45	0	1	104	20	123	1.8e-28	130.2
12983ΩNODE_252_length_4232_cov_5.385444_2	UniRef100_J9UFM2~K03110	34.6	130	85	0	14	143	1	130	6.4e-21	105.5
12983ΩNODE_252_length_4232_cov_5.385444_3	UniRef100_B8CW17~K03106	54.2	430	192	1	1	430	2	426	4.8e-128	463.0
